Title,Location,Price,description,Links
STUDIO | 1 BATH - BASEMENT APT FOR RENT - ETOBICOKE,Etobicoke,"$1,095.00","Studio | 1 Bathroom, Cozy Basement, White Appliances, Formica Countertops, Laminate Floors, Tons of Natural Light. OPEN 24/7 - HAVE QUESTIONS? CALL US ANY TIME: 905-385-8150 Note: The unit will be ... 6415 Finch Avenue West, Etobicoke, Ontario M9V 1T3, Close to Express Toll Route (Toll Road), Pioneer Village, Highway 407, Albion Road at Finch Avenue West, Finch Avenue West at Kendleton Drive, Melody Village Junior Public School, Highfield Junior P",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/studio-1-bath-basement-apt-for-rent-etobicoke/1632176313
Basement Apartment for Rent.,Ajax,PleaseContact,"Beautiful basement for rent, all inclusive. Fridge, new stove, washer & dryer. Seperate entry & 1 space for parking. Nice space for chair & bbq & smoking outside. Looking for 1 single person. Asking ...",https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/basement-apartment-for-rent/1632880355
2 bedroom basement apt Richmond hill(Bayview&Major mac),Markham / York Region,"$1,600.00","2 bedroom basement apt Richmond hill(Bayview&Major mac) Beautiful, Clean and Spacious 2+ Bedroom Basement for rent in the heart of Richmond hill, (Bayview/Major mac). It has 2 bedrooms, a full ...",https://www.kijiji.ca/v-apartments-condos/markham-york-region/2-bedroom-basement-apt-richmond-hill-bayview-major-mac/1632879682
Legal Walkout Basement for Rent,Ajax,"$1,800.00",Legal 2 bedroom basement apartment for rent in Ajax from October 2022 - 2 Bedrooms - 1 Full Washroom - Separate entrance - New appliances - In suite Laundry - 1 Car Parking ( driveway ) - 5 mins ...,https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/legal-walkout-basement-for-rent/1632878571
Basement Apartment - Female Tenants Only,Richmond Hill,"$1,200.00","I am renting a full-furnished basement apartment. It includes a kitchen with a laundry unit, a bedroom, a desk with a chair, a living room, and a full washroom. Note: a. Apartment is open-concept. b. ...",https://www.kijiji.ca/v-apartments-condos/markham-york-region/basement-apartment-female-tenants-only/1632877837
LARGE 2 BEDROOM WALKOUT BASEMENT: Bovaird & Hurontario,Brampton,"$1,900.00","This is a beautiful, spacious, sunlit 2 bedroom suite, with a full kitchen, living room and washroom. It is a walk-out basement suite. Laundry and 1 parking spot included. Utilities included. ...",https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/large-2-bedroom-walkout-basement:-bovaird-hurontario/1632877311
2 Bedroom Legal Basement for Rent in Brampton/ Mississauga,Brampton,"$2,000.00","Move in Ready Excellent Location In Desirable Brampton Community Just few Minutes Away From Schools, Shoppers World, Groceries, Parks & Transit, Easy Access To Hwys. Main Bedroom has walk-in closed ...",https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/2-bedroom-legal-basement-for-rent-in-brampton-mississauga/1632877230
1 Bedroom Basement Apartment,Mississauga,"$1,500.00","Included: -Self-contained suite including: open concept living room/kitchen -Utilities included: gas, hydro and wifi (up to 5 devices) Excluded: -No parking available -No pets -No smoking ...",https://www.kijiji.ca/v-apartments-condos/oakville-halton-region/1-bedroom-basement-apartment/1632877082
2 Bedroom Basement Apt Separate Entrance By Coxwell & Danforth,Toronto,"$1,850.00",Location - Less than 3 minutes walk from Coxwell Ave & Michael Garron Hospital (formerly Toronto East General Hospital). - 10 minutes walk from Coxwell Subway Station. - TTC Bus Stop is just numbers ...,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-basement-apt-separate-entrance-by-coxwell-danforth/1632339873
Furnished One Bedroom(in bsmt)for Rent-utilities/wifi/parking,Brampton,$950.00,Available immediately Sept/Oct. Long-term only. Looking for one female tenant for a bsmt furnished room in a beautiful detached house & Full washroom with shower next to the bsmt room. Shared main ...,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/furnished-one-bedroom-in-bsmt-for-rent-utilities-wifi-parking/1632873967
One bedroom basement  for rent in Brampton from 1st October 2022,Brampton,"$1,200.00",One bedroom basement available for rent in Brampton from 1st October for vegetarian only. Walking distance to bus stop and plaza. Separate entrance and separate laundry. For more information No ...,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/one-bedroom-basement-for-rent-in-brampton-from-1st-october-2022/1632873297
NEWLY RENOVATED 2 BEDROOM Plus Dent BASEMENT @ KENNEDY & ELLESME,Toronto,"$1,950.00",97 Shropshire Drive – 2 Bedroom + Dent Basement - M1P 1Z3 - Kennedy & Ellesmere * LOCATION! * LOCATION! * LOCATION! * BRAND NEW - Recently Renovated Basement 2 Bed + Dent Apartment * Highly Sought ...,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/newly-renovated-2-bedroom-plus-dent-basement-kennedy-ellesme/1632872883
One Bedroom,Brampton,$800.00,One room available in two bedroom walkout basement. Fully furnished. No parking Contact for details.,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/one-bedroom/1632857060
Two bedrooms in a walkout basement,Richmond Hill,"$2,500.00","Two bedrooms with ensuite bathrooms in a walkout basement on a brand new house, 5 minutes walk to Sheppard subway station, all utilities are included. the living room is furnished, big walking ...",https://www.kijiji.ca/v-apartments-condos/markham-york-region/two-bedrooms-in-a-walkout-basement/1632872310
2 BED | 1 BATH - BASEMENT APT FOR RENT - RICHMOND HILL | KING RD,Richmond Hill,"$1,945.00","2 Bedrooms | 1 Bathroom, Upgraded Kitchen, Stainless Steel Appliances, Microwave, Stone Countertops, Laminate Floors, Ensuite Laundry. OPEN 24/7 - HAVE QUESTIONS? CALL US ANY TIME: 905-385-8150 Note: ... 45 Philips View Crescent, Richmond Hill, Ontario L4E 0S9 Close to Highway 404, Jefferson Side Road / Milos Road, Moraine Hills Public School, Upper Yonge Place, Elgin Mills Centre, King's Ridge Marketplace, Sugarbush Heritage Park, Fairy Lake Park, M",https://www.kijiji.ca/v-apartments-condos/markham-york-region/2-bed-1-bath-basement-apt-for-rent-richmond-hill-king-rd/1632300267
1 bedroom basement apartment | Separate Entrance,Oakville / Halton Region,"$1,550.00","For Rent is a 1 bedroom basement inclusive of utilities (Hi Speed Internet, Hydro and Gas) in an ideally located neighbourhood within a 10 minute walk to Groceries, Scotiabank, TD, Pizza pizza, ...",https://www.kijiji.ca/v-apartments-condos/oakville-halton-region/1-bedroom-basement-apartment-separate-entrance/1630791531
1 Bedroom Basement For Rent Mississauga $1675/month,Mississauga,"$1,675.00","FOR RENT: A Beautiful, newly renovated One Bedroom Basement Apartment With a Separate Entrance. Has own kitchen, own full washroom with shower, own living room area, and 1 Bedroom. It is 700 square ...",https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/1-bedroom-basement-for-rent-mississauga-1675-month/1632190820
BRAND NEW  2 BEDROOM 1 BATH BASEMENT APARTMENT IN SOUTH BARRIE,Barrie,"$1,900.00",This beautiful and totally new renovated legal basement apartment located in Barrie's highly sought after Innis-Shore Neighborhood is currently available for rent. This immaculate unit features two ...,https://www.kijiji.ca/v-apartments-condos/barrie/brand-new-2-bedroom-1-bath-basement-apartment-in-south-barrie/1620562673
3 Bedroom and 2 Washroom Legal Walkout Basement,Brampton,PleaseContact,# 3 Bedroom Apartment for rent in Brampton - call please 647-283-1013 # $2100 +30% Utility's. Location! Location! Location!!! #Luxurious New Legal basement with # separate Entrance. #Top Class Style ...,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/3-bedroom-and-2-washroom-legal-walkout-basement/1631232772
Spacious Annex 1BR/1BA with jacuzzi and backyard!,City of Toronto,"$1,775.00","Beautiful, large, light-filled and quiet unit only 2 minutes from Spadina Subway station, in tree-lined Annex neighborhood. Quiet, safe and clean.",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/spacious-annex-1br-1ba-with-jacuzzi-and-backyard/1632755371
2 BED | 1 BATH - BASEMENT APT FOR RENT - MILTON | ONTARIO ST S,Milton,"$1,895.00","2 Bedrooms | 1 Bathroom, Upgraded Kitchen, White Appliances, Dishwasher, Microwave, Formica Countertops, Ensuite Laundry, Tons of Natural Light. OPEN 24/7 - HAVE QUESTIONS? CALL US ANY TIME: ... 416 George Street, Milton, Ontario L9T 1T3 Close to Macdonald-Cartier Fareway, Milton GO Bus Stop, Tarbiyah Elementary School, Milton Mall, Milton Crossroads, Crawford Lake Conservation Area, Lions Valley Park, Rattlesnake Point Conservation Area, Gl",https://www.kijiji.ca/v-apartments-condos/hamilton/2-bed-1-bath-basement-apt-for-rent-milton-ontario-st-s/1631154556
1 BED | 1 BATH - BASEMENT APT FOR RENT - BARRIE,Barrie,"$1,695.00","1 Bedroom | 1 Bathroom, White Appliances, Microwave, Formica Countertops, Vinyl Floors, Tons of Natural Light. OPEN 24/7 - HAVE QUESTIONS? CALL US ANY TIME: 905-385-8150 Note: The unit will be ... 39 Sovereigns Gate, Barrie, Ontario L4N 0Y9, Close to Highway 400, Barrie transit, Prince William Way at Empire, Hewitt's Creek Public School, Warnica Public School, Painswick Park, Sandringham Park, Park Place, SmartCentres Barrie South, Curio",https://www.kijiji.ca/v-apartments-condos/barrie/1-bed-1-bath-basement-apt-for-rent-barrie/1632428215
1 BED+DEN | 1 BATH - BASEMENT APT FOR RENT - SCARBOROUGH | MCCOW,City of Toronto,"$1,999.00","1 Bedroom+Den | 1 Bathroom, Upgraded Kitchen, White Appliances, Formica Countertops, Ensuite Laundry, Hardwood and Vinyl Floors, Fireplace, Front Porch & Backyard Deck, Tons Natural Light. OPEN 24/7 ... 16 Stanwell Drive, Scarborough, Ontario M1P 4H5, Close to Ontario 401 Express, McCowan, Ellesmere Road at Borough Approach East, Ellesmere Road at McCowan Road, Bendale Junior Public School, Bellmere Junior Public School, North Bendale Park, Confeder",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bed-den-1-bath-basement-apt-for-rent-scarborough-mccow/1628294094
Basement apartment for lease $1200,Newmarket,"$1,200.00","New Renovated very , beautiful, cozy and clean independent basement apartment for rent in the high demand area of Newmarket near Bayview & Mulock. Private 3pc bathroom, private kitchen,private washer ...",https://www.kijiji.ca/v-apartments-condos/markham-york-region/basement-apartment-for-lease-1200/1632869943
Well Maintained 1 Bedrm and Large Living/dinning $1650 all incl,Oshawa,"$1,650.00","Legal Duplex Lower Unit Apartment - All inclusive (Gas Heating, condition, Electricity, and Water) Based on reasonable usage - 1 Bedroom spacious room - 1 Large open concept Living / Dinner Room - ...",https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/well-maintained-1-bedrm-and-large-living-dinning-1650-all-incl/1632868537
***Etobicoke RENTAL*** Kipling / Martingrove/ Finch Area,Toronto,"$2,000.00","An Amazing Opportunity To Rent A Beautiful Newly Renovated Basement In Toronto. 2 Bedroom With Separate Entrance In A Detached Bungalow Situated near Kipling/Finch. Freshly Painted, Kitchen With New ...",https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/etobicoke-rental-kipling-martingrove-finch-area/1632867961
2 Bedrooms Legal Basement for Rent,Brampton,"$1,900.00","** Only for a small Family .. students/working professionals please don’t contact **** Never Has Location Meant So Much.Have You Heard The Phrase ""Vacation Where You Live?"" Enjoy An Experience Akin ...",https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/2-bedrooms-legal-basement-for-rent/1632865060
3 Bedroom BASEMENT for Rent: McCowan Road / Brimorton Drive,Toronto,"$2,500.00","Video of the basement will be sent to inquiries. McCowan Road / Brimorton Drive: 3 Bedroom Bungalow House for Rent – Basement ONLY (WI-FI INCLUDED) AVAILABLE TO MOVE IN: OCTOBER 1, 2022 Lease: ...",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/3-bedroom-basement-for-rent:-mccowan-road-brimorton-drive/1632865037
Beautiful basement apartment,Toronto,"$1,300.00","Extremely convenient bachelor apartment located 2 blocks from Donlands subway, just a few minutes walk to groceries, restaurants, bars, cafes, Shoppers, library, banks, Dollar store. Located on a ...",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/beautiful-basement-apartment/1632673894
"BRAND NEW 2 BEDROOM, BASEMENT IN WEXFORD",Toronto,"$1,575.00",14 Castille Avenue - Warden and Lawrence - 2 Bedroom - (Basement) –M1R 2C1 * LOCATION! * LOCATION! * LOCATION! * Highly Sought After Unique Charming Home In Wexford Neighbourhood * Steps to George ...,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/brand-new-2-bedroom-basement-in-wexford/1632864120
2 BEDROOM BASEMENT CLOSE TO ALL AMENITIES IN PRIME LOCATION!!!,Markham,"$1,450.00",87 Mary Pearson Drive – 2 Bedroom (Basement) - L3S 2Y6 - Middlefield and Denison Location * LOCATION! * LOCATION! * LOCATION! * Large & Spacious Newly Renovated Basement * Highly Sought After ...,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-basement-close-to-all-amenities-in-prime-location/1632863528
2 bedroom basement apartment for rent,Brampton,"$1,600.00","Beautiful 2 bedroom basement apartment very clean close to castlemore and the Gore Near to community centre,library….",https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/2-bedroom-basement-apartment-for-rent/1632862202
2 bedroom basement apartment for rent,Brampton,"$1,600.00","Beautiful 2 bedroom basement apartment very clean close to castlemore and the Gore Near to community centre,library….",https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/2-bedroom-basement-apartment-for-rent/1632862199
2 bedroom basement for rent,Mississauga / Peel Region,"$2,100.00",Location: - Nearest intersection: james potter and bonnie braes - Major intersection: chinguacousy and queens - 2 min walk to bus stop. Direct bus to mount pleasant Go station (Route 6) - Walking to ...,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/2-bedroom-basement-for-rent/1632862017
2 bedroom basement for rent,Brampton,"$1,800.00","Almost Brand new 2 bedroom basement for lease in Mayfield village from 1st Oct, close to shopping mall, highway 410, walking distance to school, park . Granite countertops, pot lights,lots of storage ...",https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/2-bedroom-basement-for-rent/1632861899
2b/1b Apt-All inclusive 5min walk to Yonge Finch Subway entrance,North York,"$1,590.00",All inclusive! 5-minute walk to Yonge/Finch Subway middle entrance where is on my street. Steps to Finch buses to York U and Seneca. This Bright 2 bedroom 1 bathroom Basement Apt has large above ...,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2b-1b-apt-all-inclusive-5min-walk-to-yonge-finch-subway-entrance/1632860538
